year,month,product_code,product_name,quantity_tons,import_value,customs_amount
2020,11,805,ձեթ,2968.2718,1715.1755,2.702458
2020,11,1104,մարգարին,1646.8538,951.3505,91.136088
2020,11,1517,"շաքարավազ, հումք",14034.7188,2581.4529,510.388968
2020,11,1901,մանկական սնունդ,80.6984,217.433,17.850492
2020,11,3004,դեղորայք,171.4062,6820.8989,825.942604
2020,11,2710,բենզին,20137.02,4921.9756,600.070321
2020,11,,դիզ. վառելիք,15968.381,3196.855,554.570913
2020,12,1001,թռչնի միս,5395.3739,2517.9873,1012.293636
2020,12,1006,կարագ,973.4105,2281.9817,779.275671
2020,12,1101,բանան,2180.204,673.6592,167.00168
2020,12,1512,նարինջ,3318.2948,852.8184,198.067654
2020,12,1701,ցորեն,24442.86,2911.4467,0.0
2020,12,207,բրինձ,1793.7058,558.051,112.827298
2020,12,405,ալյուր,2140.1539,342.8572,0.255566
2020,12,803,հնդկաձավար,608.4095,179.4703,0.0
2020,12,805,ձեթ,2480.3637,1591.6935,15.258139
2020,12,1104,մարգարին,2279.7182,1345.7883,74.68552
2020,12,1517,"շաքարավազ, հումք",20058.9458,4083.6607,795.47892
2020,12,1901,մանկական սնունդ,73.8308,387.5661,62.495171
2020,12,3004,դեղորայք,268.2953,10990.7709,1458.580175
2020,12,2710,բենզին,22426.974,6107.4359,958.745109
2020,12,,դիզ. վառելիք,15083.305,3513.0049,456.639302
2021,1,1001,թռչնի միս,2377.3296,1039.2657,249.46452
2021,1,1006,կարագ,49.6379,121.6539,17.951638
2021,1,1101,բանան,1681.005,592.0655,146.798372
2021,1,1512,նարինջ,1242.6667,352.2938,81.022646
2021,1,1701,ցորեն,4471.21,541.3715,0.0
2021,1,207,բրինձ,900.4093,312.2437,92.321913
2021,1,405,ալյուր,432.38,72.5722,1.243881
2021,1,803,հնդկաձավար,95.82939999999999,27.712699999999998,0.0
2021,1,805,ձեթ,296.7282,179.2158,0.025391
2021,1,1104,մարգարին,277.3428,182.0301,15.898905
2021,1,1517,"շաքարավազ, հումք",0.4295,0.3055,0.113407
2021,1,1901,մանկական սնունդ,14.0476,59.6116,10.030304
2021,1,3004,դեղորայք,59.2387,2209.1378,458.215589
2021,1,2710,բենզին,22237.643,6212.643,1137.893449
2021,1,,դիզ. վառելիք,6574.989,1462.4166,261.983791
2021,2,1001,թռչնի միս,2938.0835,1230.5875,287.830226
2021,2,1006,կարագ,102.1616,289.3368,89.249007
2021,2,1101,բանան,1867.032,717.0371,177.727007
2021,2,1512,նարինջ,1553.3974,403.4055,87.625121
2021,2,1701,ցորեն,9435.79,1197.694,0.0
2021,2,207,բրինձ,390.059,120.4388,20.350277
2021,2,405,ալյուր,1213.7979,188.0419,1.182248
2021,2,803,հնդկաձավար,213.9354,74.4254,0.0
2021,2,805,ձեթ,2030.5886,1397.9178,1.295047
2021,2,1104,մարգարին,1464.4903,933.886,40.719293
2021,2,1517,"շաքարավազ, հումք",159.494,44.9828,0.209814
2021,2,1901,մանկական սնունդ,21.7135,89.0635,14.388449
2021,2,3004,դեղորայք,110.6713,3711.8277,699.417844
2021,2,2710,բենզին,12614.606,3295.3658,1547.173033
2021,2,,դիզ. վառելիք,10211.568,2943.1455,161.12328
2021,3,1001,թռչնի միս,1973.9577,1050.5949,253.851519
2021,3,1006,կարագ,154.2075,417.7821,155.084901
2021,3,1101,բանան,2231.2257,967.0602,239.678607
2021,3,1512,նարինջ,2242.8226,605.4396,134.414962
2021,3,1701,ցորեն,6009.25,750.2187,0.0
2021,3,207,բրինձ,628.3746,268.4894,73.475456
2021,3,405,ալյուր,750.4029,115.146,0.081447
2021,3,803,հնդկաձավար,62.455200000000005,21.168,0.0
2021,3,805,ձեթ,1320.5925,953.3596,10.917316
2021,3,1104,մարգարին,1145.9933,796.3069,57.374508
2021,3,1517,"շաքարավազ, հումք",248.3377,88.2067,1.956426
2021,3,1901,մանկական սնունդ,62.0089,281.8801,48.931054
2021,3,3004,դեղորայք,108.3388,4686.0651,860.302096
2021,3,2710,բենզին,17866.852,6254.3708,504.557595
2021,3,,դիզ. վառելիք,6761.108,1999.1378,214.649054
2021,4,1001,թռչնի միս,2154.3009,1117.0117,262.468546
2021,4,1006,կարագ,265.9206,666.7512,170.552122
2021,4,1101,բանան,2377.8648,979.2661,242.857994
2021,4,1512,նարինջ,1671.4708,450.971,100.762042
2021,4,1701,ցորեն,36591.116,1327.2131,6.252531
2021,4,207,բրինձ,810.2571,278.6606,56.075377
2021,4,405,ալյուր,1559.664,232.5403,0.614642
2021,4,803,հնդկաձավար,616.7266999999999,237.7038,0.0
2021,4,805,ձեթ,4314.5553,3584.4764,5.607354
2021,4,1104,մարգարին,2163.9622,1539.7009,53.878334
2021,4,1517,"շաքարավազ, հումք",491.5277,173.6178,0.144056
2021,4,1901,մանկական սնունդ,36.1396,171.6951,25.665565
2021,4,3004,դեղորայք,189.658,8427.6064,1069.768337
2021,4,2710,բենզին,15779.046,5766.3907,211.141599
2021,4,,դիզ. վառելիք,17033.003,5496.8296,108.234681
2021,5,1001,թռչնի միս,1906.1983,1205.2344,278.492764
2021,5,1006,կարագ,316.1645,837.9443,235.187935
2021,5,1101,բանան,2033.7949,739.2545,183.279704
2021,5,1512,նարինջ,649.094,169.6251,38.893793
2021,5,1701,ցորեն,19535.5777,2168.4854,29.577788
2021,5,207,բրինձ,845.3196,327.9328,81.083089
2021,5,405,ալյուր,2022.4986,272.7275,2.857103
2021,5,803,հնդկաձավար,572.3130000000001,232.6026,0.0
2021,5,805,ձեթ,2983.9727,2521.6968,7.276524
2021,5,1104,մարգարին,2153.1208,1673.5232,91.060003
2021,5,1517,"շաքարավազ, հումք",667.7112,219.633,0.1467
2021,5,1901,մանկական սնունդ,59.9786,297.4247,50.062167
2021,5,3004,դեղորայք,143.1141,7641.3268,804.689549
2021,5,2710,բենզին,20374.327,7233.5699,676.053576
2021,5,,դիզ. վառելիք,18434.245,5941.8614,141.578975
2021,6,1001,թռչնի միս,2113.9909,1340.2306,384.88367
2021,6,1006,կարագ,182.6909,501.3535,130.621526
2021,6,1101,բանան,1733.177,584.5356,144.945653
2021,6,1512,նարինջ,47.3827,15.3302,3.92581
2021,6,1701,ցորեն,13424.86,1501.7278,4.039055
2021,6,207,բրինձ,778.2042,317.9066,78.102619
2021,6,405,ալյուր,1708.79,244.9244,0.95164
2021,6,803,հնդկաձավար,180.1523,94.69999999999999,0.0
2021,6,805,ձեթ,1306.754,1107.0027,25.318514
2021,6,1104,մարգարին,1350.4166,1075.0209,46.312474
2021,6,1517,"շաքարավազ, հումք",4069.077,1156.4033,173.946022
2021,6,1901,մանկական սնունդ,24.625,99.3902,9.361278
2021,6,3004,դեղորայք,142.5565,4882.478,958.735991
2021,6,2710,բենզին,22108.376,8482.739,682.705078
2021,6,,դիզ. վառելիք,25560.467,8548.7621,133.180316
2021,7,1001,թռչնի միս,3636.5662,2052.945,648.64092
2021,7,1006,կարագ,303.6369,832.7344,279.795537
2021,7,1101,բանան,1160.5644,348.9256,86.496509
2021,7,1512,նարինջ,30.57,11.4997,2.708409
2021,7,1701,ցորեն,21106.36,1908.6695,0.0
2021,7,207,բրինձ,344.5303,139.1234,32.359695
2021,7,405,ալյուր,2185.6069,306.0476,1.244682
2021,7,803,հնդկաձավար,2.5458,1.1819,0.016675
2021,7,805,ձեթ,1216.6456,869.9879,11.020998
2021,7,1104,մարգարին,1471.8369,1007.3518,37.122958
2021,7,1517,"շաքարավազ, հումք",13865.9471,3818.375,264.63571
2021,7,1901,մանկական սնունդ,33.4956,154.7873,22.087982
2021,7,3004,դեղորայք,152.4892,7619.58,957.058738
2021,7,2710,բենզին,16907.358,6912.6383,279.647229
2021,7,,դիզ. վառելիք,13043.349,4761.2248,29.231394
2021,8,1001,թռչնի միս,2835.722,1640.1399,437.241491
2021,8,1006,կարագ,371.597,1071.4655,361.066073
2021,8,1101,բանան,1379.932,380.0134,94.198256
2021,8,1512,նարինջ,22.815,6.3355,0.39741
2021,8,1701,ցորեն,32887.725,3220.4301,0.0
2021,8,207,բրինձ,437.8712,184.8557,45.616097
2021,8,405,ալյուր,2.4113,1.2679999999999998,0.0
2021,8,803,հնդկաձավար,2158.7096,288.4994,2.503698
2021,8,805,ձեթ,1538.4095,1048.7169,4.616387
2021,8,1104,մարգարին,1323.0924,973.8919,16.89846
2021,8,1517,"շաքարավազ, հումք",5362.3659,1498.5146,69.822605
2021,8,1901,մանկական սնունդ,47.5005,187.7516,22.094191
2021,8,3004,դեղորայք,87.06,3053.9538,543.384915
2021,8,2710,բենզին,14734.96,6366.5094,947.498243
2021,8,,դիզ. վառելիք,12556.389,4610.7404,23.834404
2021,9,1001,թռչնի միս,3454.7817,2046.5756,505.124534
2021,9,1006,կարագ,321.2155,944.4586,351.236393
2021,9,1101,բանան,1684.372,463.0862,114.816923
2021,9,1512,նարինջ,116.7758,49.258,9.744358
2021,9,1701,ցորեն,33706.931,3635.3873,0.0
2021,9,207,բրինձ,421.1513,158.016,29.365675
2021,9,405,ալյուր,1730.1596,247.8962,2.667378
2021,9,803,հնդկաձավար,352.0562,136.7859,0.0
2021,9,805,ձեթ,1041.521,682.4058,1.431336
2021,9,1104,մարգարին,1789.1073,1470.8957,149.221834
2021,9,1517,"շաքարավազ, հումք",12578.1511,3536.7319,352.431088
2021,9,1901,մանկական սնունդ,30.3701,130.3174,15.491194
2021,9,3004,դեղորայք,148.225,4945.4932,649.078083
2021,9,2710,բենզին,19011.483,8172.0986,23.198672
2021,9,,դիզ. վառելիք,18690.676,6948.3809,92.617351
2021,10,1001,թռչնի միս,4825.0629,2821.8754,745.078995
2021,10,1006,կարագ,142.8764,395.8675,106.171997
2021,10,1101,բանան,1859.022,553.7206,137.272979
2021,10,1512,նարինջ,455.0709,131.0855,30.150573
2021,10,1701,ցորեն,29222.293,3394.867,0.0
2021,10,207,բրինձ,573.9647,246.7726,61.938549
2021,10,405,ալյուր,1986.1778,280.4285,0.068168
2021,10,803,հնդկաձավար,569.6085,224.34300000000002,0.0
2021,10,805,ձեթ,3161.888,2142.0666,2.661482
2021,10,1104,մարգարին,1936.2209,1443.9871,48.69322
2021,10,1517,"շաքարավազ, հումք",2042.4303,631.1007,0.843907
2021,10,1901,մանկական սնունդ,65.7743,252.102,35.983891
2021,10,3004,դեղորայք,237.9325,7305.6835,1009.830969
2021,10,2710,բենզին,18973.788,8154.4852,1223.573665
2021,10,,դիզ. վառելիք,25421.028,9590.5437,297.196954
2021,11,1001,թռչնի միս,4389.8268,2581.7249,559.095555
2021,11,1006,կարագ,160.7274,433.2155,154.260693
2021,11,1101,բանան,1905.957,602.9052,149.496466
2021,11,1512,նարինջ,1475.3775,399.2101,86.746833
2021,11,1701,ցորեն,50532.471,6187.429,9.845362
2021,11,207,բրինձ,1120.7988,355.0292,60.773313
2021,11,405,ալյուր,2592.6681,381.8077,0.483372
2021,11,803,հնդկաձավար,510.72470000000004,227.6171,0.0
2021,11,805,ձեթ,3154.2787,2115.6966,2.303581
2021,11,1104,մարգարին,2431.6338,1992.0784,149.978031
2021,11,1517,"շաքարավազ, հումք",17501.4817,4764.9926,86.28181
2021,11,1901,մանկական սնունդ,48.0387,191.1778,19.303703
2021,11,3004,դեղորայք,202.3448,5561.1388,926.852447
2021,11,2710,բենզին,19108.122,8471.2918,1390.182642
2021,11,,դիզ. վառելիք,12183.3,4994.7721,192.092572
2021,12,1001,թռչնի միս,5846.0366,3773.8693,1321.820573
2021,12,1006,կարագ,219.6017,593.2634,201.325398
2021,12,1101,բանան,2349.1434,798.7262,198.065298
2021,12,1512,նարինջ,3652.32,990.7204,209.042501
2021,12,1701,ցորեն,36601.544,4453.7432,11.348078
2021,12,207,բրինձ,1665.6358,699.3227,191.502274
2021,12,405,ալյուր,2089.9769,332.7933,2.709188
2021,12,803,հնդկաձավար,326.2508,151.6968,0.0
2021,12,805,ձեթ,2639.6676,1806.3337,8.461514
2021,12,1104,մարգարին,1642.2509,1396.0982,58.910102
2021,12,1517,"շաքարավազ, հումք",17795.2861,4975.2474,160.152238
2021,12,1901,մանկական սնունդ,40.807,162.2844,19.248844
2021,12,3004,դեղորայք,260.1857,8061.866,1179.510563
2021,12,2710,բենզին,26677.695,11815.6705,113.408753
2021,12,,դիզ. վառելիք,19790.3488,7842.7688,365.333388
2022,1,1001,թռչնի միս,1495.919,955.1824,182.00836
2022,1,1006,կարագ,362.9667,998.9222,304.185378
2022,1,1101,բանան,1888.738,656.6388,162.801676
2022,1,1512,նարինջ,1026.259,283.3508,63.363251
2022,1,1701,ցորեն,30763.48,3580.5126,0.0
2022,1,207,բրինձ,852.3267,281.4594,76.354355
2022,1,405,ալյուր,2422.6441,330.8344,0.03625
2022,1,803,հնդկաձավար,48.725,22.7063,0.0
2022,1,805,ձեթ,1438.573,890.0129,5.771962
2022,1,1104,մարգարին,1219.5782,961.2573,35.37374
2022,1,1517,"շաքարավազ, հումք",393.5642,126.0041,6.839136
2022,1,1901,մանկական սնունդ,41.9953,203.9847,36.927263
2022,1,3004,դեղորայք,292.5779,4538.3883,717.805674
2022,1,2710,բենզին,19649.715,8506.2384,107.87876
2022,1,,դիզ. վառելիք,10252.945,3946.6395,232.317981
2022,2,1001,թռչնի միս,3519.1907,2064.6097,573.36277
2022,2,1006,կարագ,132.8576,364.2352,121.58812
2022,2,1101,բանան,2585.5597,911.762,226.04602
2022,2,1512,նարինջ,3384.888,955.3625,215.823949
2022,2,1701,ցորեն,27681.3,3096.7156,0.0
2022,2,207,բրինձ,992.0784,377.1692,98.280651
2022,2,405,ալյուր,2512.9896,341.5764,0.134648
2022,2,803,հնդկաձավար,163.4676,70.9438,0.0
2022,2,805,ձեթ,1580.8428,1066.161,4.909372
2022,2,1104,մարգարին,1598.6338,1320.5599,59.9411
2022,2,1517,"շաքարավազ, հումք",720.896,215.0524,0.102524
2022,2,1901,մանկական սնունդ,60.3683,239.7734,35.775088
2022,2,3004,դեղորայք,275.7153,11399.2862,595.051999
2022,2,2710,բենզին,11017.105,4848.7672,189.065715
2022,2,,դիզ. վառելիք,8220.675,3504.9032,5.571546
2022,3,1001,թռչնի միս,2139.3477,1312.6348,459.730528
2022,3,1006,կարագ,432.9909,1252.8318,475.311995
2022,3,1101,բանան,1804.266,797.9614,197.881449
2022,3,1512,նարինջ,2114.991,625.0189,143.261075
2022,3,1701,ցորեն,3025.67,213.1895,0.0
2022,3,207,բրինձ,830.2121,337.8919,106.040805
2022,3,405,ալյուր,1139.9456,136.2073,1.23269
2022,3,803,հնդկաձավար,83.8495,35.8915,0.0
2022,3,805,ձեթ,590.8897,294.3071,0.853847
2022,3,1104,մարգարին,413.2571,360.5731,33.476909
2022,3,1517,"շաքարավազ, հումք",1.9988,1.095,0.583631
2022,3,1901,մանկական սնունդ,29.2687,162.5747,24.73552
2022,3,3004,դեղորայք,138.9877,4248.2012,822.356213
2022,3,2710,բենզին,23653.472,11698.7346,512.389035
2022,3,,դիզ. վառելիք,13305.672,6692.2542,0.0
2022,4,1001,թռչնի միս,3754.6881,2451.5619,467.492996
2022,4,1006,կարագ,114.8083,283.4607,96.142477
2022,4,1101,բանան,2268.959,929.3908,221.392965
2022,4,1512,նարինջ,1550.454,503.2214,110.124352
2022,4,1701,ցորեն,16782.536,1779.1046,0.0
2022,4,207,բրինձ,1034.7537,350.4351,77.777069
2022,4,405,ալյուր,3436.7775,554.9837,0.453875
2022,4,803,հնդկաձավար,837.6938,401.1958,0.033288
2022,4,805,ձեթ,3273.3389,2430.7675,2.398455
2022,4,1104,մարգարին,2368.1803,2116.6014,26.897949
2022,4,1517,"շաքարավազ, հումք",11428.134,3053.0077,48.114928
2022,4,1901,մանկական սնունդ,95.9386,426.9032,63.042884
2022,4,3004,դեղորայք,122.3465,3828.3297,630.97043
2022,4,2710,բենզին,9119.169,4261.7069,276.742147
2022,4,,դիզ. վառելիք,13747.7854,7326.7456,174.92065
2022,5,1001,թռչնի միս,3638.2078,2363.0492,688.62414
2022,5,1006,կարագ,320.552,793.6427,260.839077
2022,5,1101,բանան,2259.5619,789.2418,157.833966
2022,5,1512,նարինջ,668.5576,204.5529,40.910573
2022,5,1701,ցորեն,19446.119,2624.5858,0.0
2022,5,207,բրինձ,1702.5835,667.1035,193.484858
2022,5,405,ալյուր,1690.3041,344.2231,3.560012
2022,5,803,հնդկաձավար,153.9804,99.2032,0.0
2022,5,805,ձեթ,3147.5114,2484.2912,1.679504
2022,5,1104,մարգարին,1584.2003,1723.5561,33.075147
2022,5,1517,"շաքարավազ, հումք",13489.6561,3411.9445,35.87076
2022,5,1901,մանկական սնունդ,61.7081,260.6305,19.595777
2022,5,3004,դեղորայք,191.576,3734.382,580.26815
2022,5,2710,բենզին,20587.882,9241.0579,283.363518
2022,5,,դիզ. վառելիք,13864.091,8578.8394,33.602158
2022,6,1001,թռչնի միս,2958.4263,1798.4014,473.714496
2022,6,1006,կարագ,366.2283,863.837,263.727091
2022,6,1101,բանան,2144.0481,758.157,151.631409
2022,6,1512,նարինջ,491.962,133.335,26.667
2022,6,1701,ցորեն,31627.22,4422.0377,0.0
2022,6,207,բրինձ,1385.7756,561.6134,165.612955
2022,6,405,ալյուր,2372.7545,442.6075,0.254901
2022,6,803,հնդկաձավար,174.2091,94.3668,0.0
2022,6,805,ձեթ,3283.9846,2574.9771,6.421476
2022,6,1104,մարգարին,2137.9858,2293.4471,51.088859
2022,6,1517,"շաքարավազ, հումք",49.0781,28.6409,9.748356
2022,6,1901,մանկական սնունդ,68.1313,255.0032,17.080407
2022,6,3004,դեղորայք,179.2478,5031.8815,729.277089
2022,6,2710,բենզին,15825.029,7097.1152,371.31798
2022,6,,դիզ. վառելիք,15378.935,8282.7752,0.0
2022,7,1001,թռչնի միս,1777.6583,1413.2693,260.435437
2022,7,1006,կարագ,278.8666,753.3167,152.000965
2022,7,1101,բանան,1843.9311,617.6116,123.499064
2022,7,1512,նարինջ,77.3745,20.9505,4.190108
2022,7,1701,ցորեն,42488.471,5563.62,0.0
2022,7,207,բրինձ,503.1858,173.3868,39.60459
2022,7,405,ալյուր,2747.2582,467.457,3.068365
2022,7,803,հնդկաձավար,81.58500000000001,42.5972,0.0
2022,7,805,ձեթ,3553.3368,2550.6729,2.307839
2022,7,1104,մարգարին,1882.0589,1789.3462,40.523151
2022,7,1517,"շաքարավազ, հումք",1448.7595,428.6624,85.72548
2022,7,1901,մանկական սնունդ,28.3864,123.1534,4.360412
2022,7,3004,դեղորայք,198.2609,3962.39,494.061409
2022,7,2710,բենզին,10663.373,4649.1061,134.201511
2022,7,,դիզ. վառելիք,14627.417,8087.2253,10.274026
2022,8,1001,թռչնի միս,2979.8395,2097.1813,403.482957
2022,8,1006,կարագ,617.7026,1518.4647,308.89749
2022,8,1101,բանան,1381.221,464.9946,92.99892
2022,8,1512,նարինջ,71.597,27.0714,5.414274
2022,8,1701,ցորեն,34137.199,3638.1507,0.0
2022,8,207,բրինձ,667.6537,246.7849,62.440095
2022,8,405,ալյուր,3015.3734,475.4683,5.355323
2022,8,803,հնդկաձավար,200.37130000000002,100.0846,0.020003
2022,8,805,ձեթ,2676.3605,1667.959,4.599773
2022,8,1104,մարգարին,1664.3572,1481.3058,52.066589
2022,8,1517,"շաքարավազ, հումք",134.87,52.5524,14.939048
2022,8,1901,մանկական սնունդ,59.3183,234.7169,30.174914
2022,8,3004,դեղորայք,122.7164,11653.6259,613.731771
2022,8,2710,բենզին,17732.078,7691.0723,0.0
2022,8,,դիզ. վառելիք,13763.3944,7566.8775,16.366367
2022,9,1001,թռչնի միս,3654.1786,2637.2154,718.683182
2022,9,1006,կարագ,539.3549,1464.8089,456.20579
2022,9,1101,բանան,1499.269,536.3332,107.21806
2022,9,1512,նարինջ,251.6853,98.883,19.776601
2022,9,1701,ցորեն,48612.5955,5834.9336,0.010498
2022,9,207,բրինձ,442.16,165.1853,37.472881
2022,9,405,ալյուր,2440.4239,381.2119,0.350761
2022,9,803,հնդկաձավար,378.6263,161.2867,0.019853
2022,9,805,ձեթ,2270.7751,1479.3653,3.304638
2022,9,1104,մարգարին,1702.2352,1431.3934,77.828704
2022,9,1517,"շաքարավազ, հումք",16135.2036,3757.1594,9.012212
2022,9,1901,մանկական սնունդ,30.6136,138.0558,8.121633
2022,9,3004,դեղորայք,123.3018,3372.3608,512.835125
2022,9,2710,բենզին,19576.954,7632.3548,113.177645
2022,9,,դիզ. վառելիք,20049.601,10123.0568,417.519617
2022,10,1001,թռչնի միս,3462.0662,2449.731,544.77251
2022,10,1006,կարագ,269.2801,487.7622,118.990866
2022,10,1101,բանան,1524.12,537.7557,133.363423
2022,10,1512,նարինջ,414.17,150.2273,38.997473
2022,10,1701,ցորեն,38300.967,4293.1333,0.0
2022,10,207,բրինձ,883.072,284.0639,59.870721
2022,10,405,ալյուր,3459.3639,487.6353,0.613943
2022,10,803,հնդկաձավար,1004.2551,299.33299999999997,0.0
2022,10,805,ձեթ,3355.792,1923.3567,2.061964
2022,10,1104,մարգարին,2432.0393,1986.3871,74.760575
2022,10,1517,"շաքարավազ, հումք",31844.2063,7087.2613,38.737566
2022,10,1901,մանկական սնունդ,48.7616,195.2058,26.565902
2022,10,3004,դեղորայք,184.838,4726.1733,690.223411
2022,10,2710,բենզին,20341.573,7010.8667,0.0
2022,10,,դիզ. վառելիք,14844.385,7218.7634,0.0
2022,11,1001,թռչնի միս,4519.0236,2841.032,829.081596
2022,11,1006,կարագ,246.7554,511.8801,143.538741
2022,11,1101,բանան,1919.3138,750.1819,185.964667
2022,11,1512,նարինջ,1461.1402,403.2922,90.534377
2022,11,1701,ցորեն,34605.174,4103.9504,0.0
2022,11,207,բրինձ,1077.4498,357.3087,83.848317
2022,11,405,ալյուր,2371.6034,354.8399,5.072507
2022,11,803,հնդկաձավար,642.9023,215.43970000000002,0.0
2022,11,805,ձեթ,2419.5018,1414.4845,5.886479
2022,11,1104,մարգարին,1843.0532,1465.1308,78.302548
2022,11,1517,"շաքարավազ, հումք",61.0617,27.8858,0.461852
2022,11,1901,մանկական սնունդ,71.5158,277.8283,47.393246
2022,11,3004,դեղորայք,170.3496,3874.7884,560.752808
2022,11,2710,բենզին,17662.6,5149.3467,0.0
2022,11,,դիզ. վառելիք,16491.004,7941.5555,85.887619
2022,12,1001,թռչնի միս,4443.9223,2518.3016,912.310676
2022,12,1006,կարագ,607.9774,1484.269,448.255149
2022,12,1101,բանան,2825.1983,1087.1018,268.125454
2022,12,1512,նարինջ,3742.39,968.9837,207.970564
2022,12,1701,ցորեն,27568.788,2856.0294,0.0
2022,12,207,բրինձ,1225.0662,491.3975,124.308466
2022,12,405,ալյուր,3191.1149,407.8625,3.123529
2022,12,803,հնդկաձավար,367.0305,112.6582,0.034133
2022,12,805,ձեթ,3545.1918,1917.9875,16.714259
2022,12,1104,մարգարին,2716.5161,1911.7692,103.189537
2022,12,1517,"շաքարավազ, հումք",794.6809,266.3177,45.998071
2022,12,1901,մանկական սնունդ,75.7964,235.2605,39.23106
2022,12,3004,դեղորայք,210.1748,4969.4267,751.740931
2022,12,2710,բենզին,23489.758,5582.4789,20.655776
2022,12,,դիզ. վառելիք,18546.537,8200.6125,50.537816
2023,1,1001,թռչնի միս,1276.0435,807.4288,125.935016
2023,1,1006,կարագ,265.7566,675.4027,250.647066
2023,1,1101,բանան,1531.7413,604.9185,150.019784
2023,1,1512,նարինջ,853.53,219.3258,47.329415
2023,1,1701,ցորեն,32691.2,3050.604,0.0
2023,1,207,բրինձ,843.1423,240.3561,67.685726
2023,1,405,ալյուր,2389.0589,299.7659,0.578498
2023,1,803,հնդկաձավար,390.4896,94.18430000000001,0.0
2023,1,805,ձեթ,1581.1106,799.861,7.806602
2023,1,1104,մարգարին,1251.9703,947.808,121.58123
2023,1,1517,"շաքարավազ, հումք",253.5181,70.0144,1.780828
2023,1,1901,մանկական սնունդ,51.2546,176.3418,12.383221
2023,1,3004,դեղորայք,125.7922,3402.4768,570.075324
2023,1,2710,բենզին,18112.21,3579.667,0.0
2023,1,,դիզ. վառելիք,12732.739,5380.6444,147.445618
2023,2,1001,թռչնի միս,3856.0859,2160.5259,834.898131
2023,2,1006,կարագ,229.5057,629.5995,218.403456
2023,2,1101,բանան,1517.0939,604.1404,149.824959
2023,2,1512,նարինջ,2602.845,658.9379,140.099059
2023,2,1701,ցորեն,32809.035,3069.1672,0.0
2023,2,207,բրինձ,615.6098,177.585,44.510716
2023,2,405,ալյուր,2028.2079,245.2699,3.283684
2023,2,803,հնդկաձավար,391.8366,84.5654,0.149838
2023,2,805,ձեթ,1148.6358,555.9908,5.166505
2023,2,1104,մարգարին,832.0969,517.2415,32.187788
2023,2,1517,"շաքարավազ, հումք",185.5385,47.705,0.25731
2023,2,1901,մանկական սնունդ,29.538,143.6024,32.608574
2023,2,3004,դեղորայք,158.9975,4082.5652,628.59838
2023,2,2710,բենզին,18655.8,4246.2945,0.0
2023,2,,դիզ. վառելիք,13492.287,5385.4811,126.942405
