period_label,year_from,year_to,product_code,product_name,unit,quantity_from,value_from,quantity_to,value_to
2020-2021,2020,2021,8467,"Գործիքներ ձեռքի օդաճնշման, հիդրավլիկ կամ ներկառուցված շարժիչով",կգ,951.6,19.6,15242.5,75.7
2020-2021,2020,2021,8467,"Գործիքներ ձեռքի օդաճնշման, հիդրավլիկ կամ ներկառուցված շարժիչով",հատ,920.0,55.0,863.0,79.0
2020-2021,2020,2021,8468,"Սարքավորում զոդման, հատման` ոչ 8515 դիրքում նշած; ապարատ` մակերեսային ջերմամշակման, գազով աշխատող",հազ.հատ,15.4,437.4,15.7,498.9
2020-2021,2020,2021,8468,"Սարքավորում զոդման, հատման` ոչ 8515 դիրքում նշած; ապարատ` մակերեսային ջերմամշակման, գազով աշխատող",տոննա,2.2,91.8,3.2,120.5
2020-2021,2020,2021,8470,"Հաշվիչ; հաշվապահական, փոստային դրոշմանշիչ, տոմսային եւ այլ նման մեքենա հաշվիչ սարքով; դրամարկղային ապարատ",հատ,378.0,42.0,1312.0,254.8
2020-2021,2020,2021,8471,Համակարգիչներ եւ դրանց բլոկներ,հազ.հատ,9.1,3237.0,21.2,2372.6
2020-2021,2020,2021,8472,Սարքավորում գրասենյակային այլ,հատ,550.0,252.1,984.0,372.8
2020-2021,2020,2021,8473,"Մասեր եւ պարագաներ, 8469-8472 դիրքերի մեքենաների համար",տոննա,17.6,148.3,6.8,300.0
2020-2021,2020,2021,8474,"Սարք բնահող, հանքաքար, այլ պինդ հանքանյութ լվալու, աղալու, խառնելու; պինդ հանքավառելանյութ, կերամիկ բաղադրություն, ցեմենտ, գիպսանյութ ագլոմերացնելու, կաղապարելու, ձուլելու",հատ,13.0,203.1,7.0,240.5
2020-2021,2020,2021,8474,"Սարք բնահող, հանքաքար, այլ պինդ հանքանյութ լվալու, աղալու, խառնելու; պինդ հանքավառելանյութ, կերամիկ բաղադրություն, ցեմենտ, գիպսանյութ ագլոմերացնելու, կաղապարելու, ձուլելու",տոննա,158.8,84.3,1879.0,592.0
2020-2021,2020,2021,8476,"Ավտոմատ առեւտրային, թղթադրամ եւ մետաղադրամ մանրելու",հատ,21.0,9.3,330.0,21.6
2020-2021,2020,2021,8477,Սարքավորում ռետինի կամ պլաստմասսայի մշակման կամ այս նյութերից ապրանք արտադրելու,կգ,3.0,0.0,0.0,0.0
2020-2021,2020,2021,8477,Սարքավորում ռետինի կամ պլաստմասսայի մշակման կամ այս նյութերից ապրանք արտադրելու,հատ,10.0,54.7,79.0,247.0
2020-2021,2020,2021,8478,Սարքավորում թութունի պատրաստման,կգ,929.0,5.4,0.0,0.0
2020-2021,2020,2021,8479,"Մեքենաներ եւ մեխանիկական սարքեր` անհատական ֆունկցիաներ ունեցող, տվյալ խմբում այլ տեղում չնշած",կգ,227.2,7.1,0.0,0.0
2020-2021,2020,2021,8479,"Մեքենաներ եւ մեխանիկական սարքեր` անհատական ֆունկցիաներ ունեցող, տվյալ խմբում այլ տեղում չնշած",հատ,1033.0,971.6,519.0,419.8
2020-2021,2020,2021,8480,"Ձուլման տակդիր; ձուլամոդել; կաղապար մետաղի, ապակու, հանքանյութի, ռետինի կամ պլաստմասսայի ձուլման",տոննա,16.5,63.7,515.2,193.9
2020-2021,2020,2021,8481,"Ծորակ, կափույր եւ նման ամրան խողովակատարի, կաթսայի, ջրամբարի  կամ նման տարողության համար",տոննա,211.0,529.9,867.5,982.5
2020-2021,2020,2021,8482,Առանցքակալներ գնդիկավոր կամ հոլովակավոր,կգ,25.0,3.6,249.7,40.4
2020-2021,2020,2021,8482,Առանցքակալներ գնդիկավոր կամ հոլովակավոր,հազ.հատ,41.7,281.7,23.5,318.8
2020-2021,2020,2021,8483,"Լիսեռ; առանցքակալ; ատամնավոր, փոխանցման տուփ; թափանիվ, փոկանիվ; օղագոտի",հազ.հատ,60.3,912.8,58.8,992.2
2020-2021,2020,2021,8483,"Լիսեռ; առանցքակալ; ատամնավոր, փոխանցման տուփ; թափանիվ, փոկանիվ; օղագոտի",տոննա,28.4,113.1,354.9,344.1
2020-2021,2020,2021,8484,Միջադիր եւ նման խտվածք թերթավոր մետաղից այլ նյութի հետ համակցված; մեխանիկական խտարար,հազ.հատ,100.2,0.8,112.3,10.4
2020-2021,2020,2021,8484,Միջադիր եւ նման խտվածք թերթավոր մետաղից այլ նյութի հետ համակցված; մեխանիկական խտարար,տոննա,2.7,207.3,5.0,380.7
2020-2021,2020,2021,8486,"Մեքենա եւ ապարատուրա` կիսահաղորդիչ բուլ, հարթակ, այլ կիսահաղորդիչ սարքեր արտադրելու, մասեր",կգ,1.0,0.0,0.0,0.0
2020-2021,2020,2021,8487,"Սարքավորման մասեր, որոնք չունեն էլեկտրական միացություն, մեկուսիչ, կոճ, հաղորդալար եւ այլ նման դետալներ",կգ,5.4,0.3,16.4,1.2
2020-2021,2020,2021,8501,Շարժիչ եւ գեներատոր էլեկտրական,հազ.հատ,7.7,257.1,10.4,452.6
2020-2021,2020,2021,8502,Էլեկտրագեներատորային կայանք եւ էլեկտրական փոխարկիչ,հատ,3.0,3.1,12.0,37.0
2020-2021,2020,2021,8503,"Մասեր, 8501 կամ 8502 դիրքերի մեքենաների",կգ,34.7,2.4,350402.2,317.9
2020-2021,2020,2021,8504,"Հոսանքափոխարկիչ էլեկտրական, կոճ ինդուկտիվության եւ դրոսել",կգ,1142.9,6.3,2.9,1.9
2020-2021,2020,2021,8504,"Հոսանքափոխարկիչ էլեկտրական, կոճ ինդուկտիվության եւ դրոսել",հազ.հատ,83.9,590.1,69.9,358.1
2020-2021,2020,2021,8505,Էլեկտրամագնիս; հաստատուն մագնիս եւ մագնիսացվող արտադրանք,տոննա,2.1,33.4,3.1,52.3
2020-2021,2020,2021,8506,"Սկզբնական տարրեր, մարտկոցներ",հազ.հատ,221.5,36.5,88.3,26.3
2020-2021,2020,2021,8507,"Կուտակիչներ էլեկտրական, ներառյալ զտիչներ դրանց համար",հազ.հատ,3.5,70.8,3.1,20.8
2020-2021,2020,2021,8508,Փոշեծծիչներ,հազ.հատ,1.2,401.4,2.6,845.5
2020-2021,2020,2021,8509,Էլեկտրատեխնիկական կենցաղային սարքեր,կգ,8.9,0.1,1.1,0.1
2020-2021,2020,2021,8509,Էլեկտրատեխնիկական կենցաղային սարքեր,հազ.հատ,3.9,25.4,8.4,268.3
2020-2021,2020,2021,8510,"Էլեկտրաածելի, մեքենա մազ կտրելու",կգ,0.0,0.0,159.2,34.9
2020-2021,2020,2021,8510,"Էլեկտրաածելի, մեքենա մազ կտրելու",հազ.հատ,4.1,487.0,6.4,607.9
2020-2021,2020,2021,8511,Էլեկտրասարքավորում ներքին այրման շարժիչի վառման կամ գործարկման,հազ.հատ,118.0,490.0,137.2,707.6
2020-2021,2020,2021,8511,Էլեկտրասարքավորում ներքին այրման շարժիչի վառման կամ գործարկման,տոննա,1.1,41.6,2.9,113.4
2020-2021,2020,2021,8512,"Սարքավորում Էլեկտրալուսավորման կամ ազդանշանային, ապակեմաքրիչ, հակա -սառցապատիչ, -քրտնապատիչ",հազ.հատ,23.2,359.0,16.7,378.4
2020-2021,2020,2021,8512,"Սարքավորում Էլեկտրալուսավորման կամ ազդանշանային, ապակեմաքրիչ, հակա -սառցապատիչ, -քրտնապատիչ",տոննա,5.7,515.5,28.9,338.8
2020-2021,2020,2021,8513,Լապտեր դյուրակիր էլեկտրական,հատ,572.0,1.7,13.0,0.6
2020-2021,2020,2021,8514,Վառարան եւ խուց արդյունաբերական կամ լաբորատոր էլեկտրական,կգ,32.1,43.0,73939.0,769.3
2020-2021,2020,2021,8514,Վառարան եւ խուց արդյունաբերական կամ լաբորատոր էլեկտրական,հատ,9773.0,172.3,511.0,134.4
2020-2021,2020,2021,8515,"Ապարատ զոդման` էլեկտրական, լազերային եւ այլ գործողություններիի միջոցով",կգ,57.0,0.5,329.8,1.9
2020-2021,2020,2021,8515,"Ապարատ զոդման` էլեկտրական, լազերային եւ այլ գործողություններիի միջոցով",հատ,312.0,88.2,149.0,87.0
2020-2021,2020,2021,8516,Էլեկտրական ջեռուցիչ; էլեկտրասարք տարածքի եւ բնահողի տաքացման; այլ կենցաղային էլեկտրատաքացնող սարքեր,կգ,9.0,0.0,0.0,0.0
2020-2021,2020,2021,8516,Էլեկտրական ջեռուցիչ; էլեկտրասարք տարածքի եւ բնահողի տաքացման; այլ կենցաղային էլեկտրատաքացնող սարքեր,հազ.հատ,6.0,960.6,29.6,1189.5
2020-2021,2020,2021,8517,"Հեռախոսային ապարատ բջջային ցանցի կամ այլ կապի; այլ սարք ձայնի, պատկերի կամ այլ տվյալի ընդունման կամ հաղորդման",հազ.հատ,16.4,2256.6,15.2,2274.4
2020-2021,2020,2021,8518,"Խոսափող; բարձրախոս; ընկալուչ, հեռախոս գլխամասի; էլեկտրաուժեղարար ձայնի հաճախականության",կգ,3.7,0.2,2.3,1.4
2020-2021,2020,2021,8518,"Խոսափող; բարձրախոս; ընկալուչ, հեռախոս գլխամասի; էլեկտրաուժեղարար ձայնի հաճախականության",հազ.հատ,15.8,341.4,34.6,1880.5
2020-2021,2020,2021,8519,Սարքավորում ձայնա -գրող կամ -վերարտադրող,հատ,623.0,4.7,1325.0,22.7
2020-2021,2020,2021,8521,Ապարատուրա տեսա -գրող կամ -վերարտադրող,հատ,14.0,5.8,36.0,1.5
2020-2021,2020,2021,8522,Մասեր եւ պարագաներ 8519-8521 դիրքերի ապարատուրայի համար,տոննա,1752.5,3028.0,779.3,6353.2
2020-2021,2020,2021,8523,"Սկավառակ, ""ինտելեկտուալ քարտ"" եւ  այլ կրիչներ ձայնի կամ այլ երեւույթի գրառման, բացի 37 խմբի արտադրանքից",հազ.հատ,12.1,71.7,34.7,87.5
2020-2021,2020,2021,8525,"Հաղորդող ապարատուրա ռադիո կամ հեռուստահաղորդումների; հեռուստատեսային, թվային խցիկներ եւ ձայնագրող տեսախցիկներ",հազ.հատ,7.4,289.0,1.1,1602.7
2020-2021,2020,2021,8526,"Ապարատուրա ռադիո -լոկացիոն, -նավագնացային եւ ռադիոապարատուրա հեռաղեկավարման",հատ,117.0,4.3,100.0,79.2
2020-2021,2020,2021,8527,Ընդունող ապարատուրա ռադիոհեռարձակման,հատ,29.0,1.1,0.0,0.0
2020-2021,2020,2021,8528,Մոնիտոր եւ պրոեյկտոր; ընդունիչ սարքավորում հեռուստատեսային կապի,հատ,1575.0,79.4,360.0,26.4
2020-2021,2020,2021,8529,Մասեր եւ պարագաներ 8525-8528 դիրքերի ապարատուրայի համար,հատ,9.0,1.1,7.0,0.7
2020-2021,2020,2021,8529,Մասեր եւ պարագաներ 8525-8528 դիրքերի ապարատուրայի համար,տոննա,10.1,124.4,11.9,1294.8
2020-2021,2020,2021,8531,"Էլեկտրասարքեր ձայնային կամ տեսողական ազդանշանային (ոչ 8512, 8530 դիրքերում նշած)",կգ,39006.0,3.6,12.1,1.1
2020-2021,2020,2021,8531,"Էլեկտրասարքեր ձայնային կամ տեսողական ազդանշանային (ոչ 8512, 8530 դիրքերում նշած)",հատ,50.0,12.5,606951.0,57.4
2020-2021,2020,2021,8532,Էլեկտրական կոնդենսատոր; մասեր,կգ,17.2,1.1,16.6,2.7
2020-2021,2020,2021,8533,Դիմադրություն էլեկտրական,կգ,406.9,10.3,1311.5,18.0
2020-2021,2020,2021,8534,Տպասխեմաներ,կգ,377.1,47.7,54.5,44.4
2020-2021,2020,2021,8535,Ապարատուրա Էլեկտրական` կոմուտացիայի կամ  շղթայի պաշտպանության  >1000 Վ լարման դեպքում,տոննա,9.8,166.5,7.6,185.6
2020-2021,2020,2021,8536,"Ապարատուրա Էլեկտրական` կոմուտացիայի կամ  շղթայի պաշտպանության  <= 1000 Վ լարման դեպքում; միացուցիչ օպտիկ. մանրաթելի, քուղերի կամ կաբելի համար",տոննա,3604.4,2034.8,857.1,2517.7
2020-2021,2020,2021,8537,"Պուլտ, բարձակ, սեղան, բաշխիչ վահան եւ այլ հիմք էլեկտրական ապարատի համար",տոննա,4.8,375.3,9.6,550.1
2020-2021,2020,2021,8538,"Մասեր 8535, 8536 կամ 8537 դիրքերի ապարատուրայի համար",կգ,353.7,66.8,1646.4,113.1
2020-2021,2020,2021,8539,"Լամպեր շիկացման էլեկտրական կամ գազապարպման, ուլտրամանուշակագույն կամ ինֆրակարմիր; աղեղային",կգ,4.2,0.1,0.0,0.0
2020-2021,2020,2021,8539,"Լամպեր շիկացման էլեկտրական կամ գազապարպման, ուլտրամանուշակագույն կամ ինֆրակարմիր; աղեղային",հազ.հատ,39.7,856.7,566.8,655.8
2020-2021,2020,2021,8541,"Դիոդ, տրանզիստոր եւ նման կիսահաղորդիչ սարք; լուսազգայուն կիսահաղորդիչ սարք; պյեզոէլեկտրական բյուրեղ",հազ.հատ,1.2,215.2,13.6,2098.2
2020-2021,2020,2021,8542,Սխեմաներ էլեկտրոնային ինտեգրալ,հատ,89.0,6.1,77.0,4.7
2020-2021,2020,2021,8543,"Մեքենա էլեկտրական եւ ապարատուրա, անհատական ֆունկցիաներ ունեցող",կգ,0.0,0.0,18.0,117.1
2020-2021,2020,2021,8543,"Մեքենա էլեկտրական եւ ապարատուրա, անհատական ֆունկցիաներ ունեցող",հատ,619.0,177.0,5352.0,61.4
2020-2021,2020,2021,8544,"Հաղորդալար մեկուսացված, կաբել եւ այլ մեկուսացված էլեկտրական հաղորդիչ; կաբել թելքաօպտիկ",տոննա,10.0,179.0,42.6,310.6
2020-2021,2020,2021,8545,"Ածխային Էլեկտրոդ, խոզանակ, ածուխ լամպի, մարտկոցի եւ այլ արտադրանք ածխածնից",կգ,260.2,4.5,3178.9,16.5
2020-2021,2020,2021,8546,Մեկուսիչներ էլեկտրական` ցանկացած նյութերից,տոննա,197.1,582.5,17.4,463.4
2020-2021,2020,2021,8547,Ամրան մեկուսիչ` էլեկտրական սարքավորման` մեկուսիչ նյութերից; մեկուսիչ կցամասեր,կգ,0.0,0.0,13.5,0.2
2020-2021,2020,2021,8548,"Թափոն եւ ջարդոն սկզբնկան տարրերի, մարտկոցի եւ Էլեկտրական կուտակիչի",հազ.հատ,180.0,2387.4,89.5,1412.5
2020-2021,2020,2021,8604,"Փոխադրամիջոց` երկաթուղային, տրամվայի գծերի նորոգման կամ տեխնիկական սպասարկման",հատ,0.0,0.0,1.0,413.1
2020-2021,2020,2021,8606,"Վագոններ երկաթուղային կամ տրամվայի, բեռնային",հատ,3.0,11.1,7.0,5.5
2020-2021,2020,2021,8607,"Մասեր երկաթուղային լոկոմոտիվի, տրամվայի շարժիչային վագոնի կամ շարժակազմի",տոննա,609.8,134.2,954.5,519.5
2020-2021,2020,2021,8609,Բեռնարկղեր,հատ,23912.0,13.8,3.0,11.2
2020-2021,2020,2021,8701,Տրակտորներ (բացի 8709 դիրքի),հատ,27.0,643.2,15.0,952.9
2020-2021,2020,2021,8703,"Ավտոմեքենա մարդատար, ոչ 8702 դիրքի",հատ,7085.0,1587.7,339.0,5072.3
2020-2021,2020,2021,8704,Շարժիչային փոխադրամիջոց բեռնափոխադրման համար,հատ,34.0,585.7,49.0,17258.7
2020-2021,2020,2021,8705,Շարժիչային փոխադրամիջոց հատուկ նշանակության,հատ,1.0,15.9,5.0,1114.1
2020-2021,2020,2021,8706,Շասսիներ` 8701-8705 դիրքերի շարժիչային փոխադրամիջոցների,հատ,0.0,0.0,42.0,1.0
2020-2021,2020,2021,8707,Թափքեր` 8701-8705 դիրքերի շարժիչային փոխադրամիջոցների,հատ,0.0,0.0,202.0,2.3
2020-2021,2020,2021,8708,Մաս եւ սարքավորում 8701-8705 դիրքերի շարժիչային փոխադրամիջոցների,հատ,213.0,4.4,97.0,8.2
2020-2021,2020,2021,8708,Մաս եւ սարքավորում 8701-8705 դիրքերի շարժիչային փոխադրամիջոցների,տոննա,1111.2,4609.6,432.6,5971.6
2020-2021,2020,2021,8711,Մոտոցիկլետ եւ հեծանիվ; սայլակներ,հատ,3.0,6.8,137.0,108.9
2020-2021,2020,2021,8712,Հեծանիվներ առանց շարժիչի,հատ,11.0,0.5,88.0,57.1
2020-2021,2020,2021,8713,Սայլակներ ոչ շարժունակ մարդկանց համար,հազ.հատ,4.8,380.9,3.6,310.8
2020-2021,2020,2021,8714,Մասեր եւ սարքավորում 8711-8713 դիրքերի փոխադրամիջոցների,կգ,17.4,0.2,1243.0,4.6
2020-2021,2020,2021,8714,Մասեր եւ սարքավորում 8711-8713 դիրքերի փոխադրամիջոցների,հատ,0.0,0.0,21.0,12.2
2020-2021,2020,2021,8715,Սայլակներ մանկական եւ դրանց մասեր,կգ,0.0,0.0,5.5,0.0
2020-2021,2020,2021,8715,Սայլակներ մանկական եւ դրանց մասեր,հատ,6.0,0.5,3.0,0.1
2020-2021,2020,2021,8716,Կցանքներ եւ կիսակցանքներ; դրանց մասեր,հազ.հատ,1.7,400.9,12.1,110.5
2020-2021,2020,2021,8716,Կցանքներ եւ կիսակցանքներ; դրանց մասեր,տոննա,0.0,0.0,8.8,18.6
2020-2021,2020,2021,8802,Այլ թռչող ապարատներ; տիեզերական ապարատ եւ կրիչ -հրթիռ,հատ,0.0,0.0,2.0,1888.5
2020-2021,2020,2021,8803,Մասեր 8801 կամ 8802 դիրքերի թռչող ապարատների,կգ,619.4,2.7,109.6,40.5
2020-2021,2020,2021,8907,Լողուն կոնստրուկցիաներ այլ,հատ,0.0,0.0,3.0,1.1
2020-2021,2020,2021,9001,Մանրաթել օպտիկ եւ քուղ մանրաթելա-օպտիկ; ոսպնյակ եւ այլ օպտիկ տարր,կգ,424.2,1262.3,703.4,1764.8
2020-2021,2020,2021,9001,Մանրաթել օպտիկ եւ քուղ մանրաթելա-օպտիկ; ոսպնյակ եւ այլ օպտիկ տարր,հազ.հատ,35.5,78.6,0.0,0.0
2020-2021,2020,2021,9002,"Ոսպնյակ, պրիզմա եւ այլ օպտիկ տարր ցանկացած նյութից",կգ,10.4,0.2,3.0,1.4
2020-2021,2020,2021,9002,"Ոսպնյակ, պրիզմա եւ այլ օպտիկ տարր ցանկացած նյութից",հատ,850.0,2.5,109.0,14.2
2020-2021,2020,2021,9003,"Շրջանակ եւ ամրան ակնոցների եւ նման օպտիկ սարքերի, դրանց մասեր",կգ,0.0,0.0,200.0,0.4
2020-2021,2020,2021,9003,"Շրջանակ եւ ամրան ակնոցների եւ նման օպտիկ սարքերի, դրանց մասեր",հատ,50.0,0.6,200.0,0.0
2020-2021,2020,2021,9004,"Ակնոցներ եւ նման օպտիկ սարքեր` ճշտող, պաշտպանիչ կամ այլ",հազ.հատ,2.5,17.1,10.4,49.6
2020-2021,2020,2021,9005,"Հեռադիտակ, այլ տեսողական խողովակ; այլ աստղագիտական սարք եւ դրանց հենակ",հատ,7.0,0.1,600.0,234.0
2020-2021,2020,2021,9006,Լուսախցիկ` ոչ կինո; լուսա- եւ լամպ- բռնկիչներ,կգ,26.5,1.6,0.0,0.0
2020-2021,2020,2021,9006,Լուսախցիկ` ոչ կինո; լուսա- եւ լամպ- բռնկիչներ,հատ,5.0,0.2,0.0,0.0
2020-2021,2020,2021,9010,Ապարատուրա եւ սարքավորում` ֆոտոլաբորատորիայի; նեգատոսկոպ; պրոյեկցիոն էկրան,հատ,2.0,0.5,0.0,0.0
2020-2021,2020,2021,9011,Մանրադիտակներ օպտիկական բարդ,կգ,11.1,0.1,0.0,0.0
2020-2021,2020,2021,9011,Մանրադիտակներ օպտիկական բարդ,հազ.հատ,7.9,3.1,0.0,0.0
2020-2021,2020,2021,9013,"Սարքեր հեղուկ բյուրեղի հիմքի վրա; լազերներ` ոչ դիոդներ, սարք եւ գործիք օպտիկ այլ",կգ,93.8,242.7,174.0,413.0
2020-2021,2020,2021,9013,"Սարքեր հեղուկ բյուրեղի հիմքի վրա; լազերներ` ոչ դիոդներ, սարք եւ գործիք օպտիկ այլ",հատ,67.0,213.9,2.0,0.1
2020-2021,2020,2021,9014,Կողմնացույցեր; նավագնացային սարքեր եւ գործիքներ այլ,հատ,3.0,1.4,1.0,0.4
2020-2021,2020,2021,9015,"Սարք եւ գործիք տեղագրական, օվկիանոսագրական, օդերեւութաբանական եւ այլ; հեռաչափեր",կգ,0.0,0.0,12.7,1.2
2020-2021,2020,2021,9015,"Սարք եւ գործիք տեղագրական, օվկիանոսագրական, օդերեւութաբանական եւ այլ; հեռաչափեր",հազ.հատ,3.6,229.3,1.8,152.9
2020-2021,2020,2021,9016,Կշեռքներ >=0.05գ զգայունության,հատ,2.0,7.8,0.0,0.0
2020-2021,2020,2021,9017,"Գործիքներ գծագրական, նշման, մաթեմատիկական հաշվարկի; ձեռքի` գծաչափման",հազ.հատ,2.3,5.4,37.4,26.4
2020-2021,2020,2021,9018,Սարքեր եւ հարմարանքներ` կիրառվող բժշկության մեջ,հազ.հատ,35974.7,9735.0,81369.1,13217.3
2020-2021,2020,2021,9018,Սարքեր եւ հարմարանքներ` կիրառվող բժշկության մեջ,տոննա,2.5,438.2,1.9,38.2
2020-2021,2020,2021,9019,Ապարատուրա մեխանաթերապիայի; մասնագիտական պիտանիության հոգեբանական ստուգման; թերապեւտիկ շնչառական,տոննա,40.4,390.8,24.6,360.8
2020-2021,2020,2021,9020,Ապարատուրա շնչառական այլ եւ գազադիմակ` ոչ պաշտպանական,կգ,8.0,0.0,40.8,3.4
2020-2021,2020,2021,9021,Հարմարանք օրթոպեդիկ; մարմնի մասեր` արհեստական,100 հատ,0.0,0.0,476.0,53.6
2020-2021,2020,2021,9021,Հարմարանք օրթոպեդիկ; մարմնի մասեր` արհեստական,հազ.հատ,2.0,410.2,1.2,93.1
2020-2021,2020,2021,9021,Հարմարանք օրթոպեդիկ; մարմնի մասեր` արհեստական,տոննա,180.9,1695.4,132.6,1410.6
2020-2021,2020,2021,9022,"Ապարատ ռենտգենյան ճառագայթման, էկրան, սեղան հետազոտման",կգ,406.2,132.9,65.1,43.8
2020-2021,2020,2021,9022,"Ապարատ ռենտգենյան ճառագայթման, էկրան, սեղան հետազոտման",հատ,15.0,279.8,30.0,530.9
2020-2021,2020,2021,9023,"Սարքեր, ապարատուրա եւ մոդել` ցուցադրական նպատակների, ոչ պիտանի այլ օգտագործման",տոննա,6.7,945.8,4.8,756.3
2020-2021,2020,2021,9024,"Մեքենա եւ սարք նյութի կարծրության, առաձգականության կամ այլ մեխանիկական հատկություն փորձարկելու",կգ,0.0,0.0,52.0,203.8
2020-2021,2020,2021,9024,"Մեքենա եւ սարք նյութի կարծրության, առաձգականության կամ այլ մեխանիկական հատկություն փորձարկելու",հատ,1.0,4.4,5.0,12.1
2020-2021,2020,2021,9025,"Խտաչափ, ջերմաչափ, հրաչափ, բարոմետր, խոնավա -չափ, -ջերմաչափ",հազ.հատ,4.8,43.0,3.2,48.4
2020-2021,2020,2021,9026,"Սարք եւ ապարատուրա հեղուկի կամ գազի ծախսման, մակարդակի կամ այլ փոփոխական բնութագրի չափման",կգ,0.0,0.0,6.1,0.2
2020-2021,2020,2021,9026,"Սարք եւ ապարատուրա հեղուկի կամ գազի ծախսման, մակարդակի կամ այլ փոփոխական բնութագրի չափման",հազ.հատ,7.5,192.5,9.6,184.5
2020-2021,2020,2021,9027,Սարք եւ ապարատուրա ֆիզիկական կամ քիմիական անալիզի; միկրոտոմեր,կգ,69.4,48.6,101.8,32.4
2020-2021,2020,2021,9027,Սարք եւ ապարատուրա ֆիզիկական կամ քիմիական անալիզի; միկրոտոմեր,հազ.հատ,5.8,627.5,1.0,356.4
2020-2021,2020,2021,9028,"Հաշվիչ հեղուկի, գազի կամ էլեկտրաէներգիայի",կգ,1730.5,198.3,63.9,114.1
2020-2021,2020,2021,9028,"Հաշվիչ հեղուկի, գազի կամ էլեկտրաէներգիայի",հազ.հատ,83.6,4613.3,1.8,275.9
2020-2021,2020,2021,9029,Արագաչափ; քայլաչափ; պտուտաչափ եւ համանման սարքեր; ստրոբոսկոպ,կգ,1179.0,86.4,540.3,69.3
2020-2021,2020,2021,9029,Արագաչափ; քայլաչափ; պտուտաչափ եւ համանման սարքեր; ստրոբոսկոպ,հազ.հատ,1.3,16.2,1.1,24.3
2020-2021,2020,2021,9030,"Օսցիլոսկոպ, այլ սարք եւ ապարատուրա Էլեկտրական մեծության չափման, հսկման; ռենտգեն կամ այլ ճառագայթման հայտնաբերման կամ չափման",կգ,1.0,0.1,6.0,7.0
2020-2021,2020,2021,9030,"Օսցիլոսկոպ, այլ սարք եւ ապարատուրա Էլեկտրական մեծության չափման, հսկման; ռենտգեն կամ այլ ճառագայթման հայտնաբերման կամ չափման",հազ.հատ,101.5,938.1,86.1,622.6
2020-2021,2020,2021,9031,"Չափիչ կամ հսկիչ սարքեր, այլ; պրոֆիլային պրոյեկտորներ",կգ,0.2,0.1,0.0,0.0
2020-2021,2020,2021,9031,"Չափիչ կամ հսկիչ սարքեր, այլ; պրոֆիլային պրոյեկտորներ",հազ.հատ,8.4,809.0,7.3,387.9
2020-2021,2020,2021,9032,Սարքեր եւ ապարատուրա ավտոմատ կարգավորման կամ ղեկավարման,կգ,577.9,24.2,707.9,93.6
2020-2021,2020,2021,9032,Սարքեր եւ ապարատուրա ավտոմատ կարգավորման կամ ղեկավարման,հազ.հատ,2703.7,2293.2,3556.1,3067.4
2020-2021,2020,2021,9033,"Մասեր եւ պարագաներ, 90 խմբի համար",կգ,27.0,2.1,74.4,99.9
2020-2021,2020,2021,9101,"Ժամացույց` իր վրա կամ հետ` կրելու, թանկարժեք մետաղից կամ մետաղից` երեսապատ թանկարժեք մետաղով",հազ.հատ,1.5,498.9,1.6,801.9
2020-2021,2020,2021,9102,"Ժամացույց` իր վրա կամ հետ` կրելու, ոչ 9101 դիրքում նշած",հազ.հատ,3.4,593.5,4.4,434.7
2020-2021,2020,2021,9103,"Ժամացույց` չկրելու իր վրա կամ հետ, ժամացույցային մեխանիզմ` կրելու իր վրա կամ հետ",հատ,5.0,0.1,41.0,3.0
2020-2021,2020,2021,9104,Ժամացույց` տեղակայվող սարքի հարթակի եւ փոխադրամիջոցի վրա,հատ,798.0,0.0,37.0,0.5
2020-2021,2020,2021,9105,"Ժամացույցներ` չկրելու իր վրա կամ հետ, այլ",հազ.հատ,2.5,31.6,1.5,6.8
2020-2021,2020,2021,9106,Ապարատուրա օրվա ժամանակը գրանցելու,հատ,27.0,1.9,253.0,1.3
2020-2021,2020,2021,9107,Ժամանակային անջատիչ ժամացույցային մեխանիզմով,հատ,71.0,0.8,99.0,1.2
2020-2021,2020,2021,9109,"Մեխանիզմ ժամացույցային ժամացույցի, չկրելու իր վրա կամ հետ",հատ,0.0,0.0,100.0,0.2
2020-2021,2020,2021,9111,"Կորպուսներ ժամացույցի` կրելու իր վրա կամ հետ, դրանց մասեր",կգ,1.6,114.9,3.0,188.7
2020-2021,2020,2021,9111,"Կորպուսներ ժամացույցի` կրելու իր վրա կամ հետ, դրանց մասեր",հազ.հատ,8.6,24586.4,1.8,4722.8
2020-2021,2020,2021,9113,"Գոտի, ժապավեն եւ ապարանջան ժամացույցի` կրելու իր վրա կամ հետ, դրանց մասեր",կգ,108.9,386.2,103.3,122.0
2020-2021,2020,2021,9114,"Մասեր ժամացույցի բոլոր տեսակների, այլ",կգ,52.0,7879.2,12.4,2340.0
2020-2021,2020,2021,9201,Դաշնամուր եւ այլ ստեղնային լարային գործիքներ,հատ,2.0,0.2,5.0,53.7
2020-2021,2020,2021,9202,Գործիքներ երաժշտական լարային այլ,հատ,20.0,5.6,5.0,0.3
2020-2021,2020,2021,9205,Այլ փողային երաժշտական գործիքներ,հատ,119.0,4.4,218.0,10.8
2020-2021,2020,2021,9206,Գործիքներ երաժշտական հարվածային այլ,հատ,8.0,1.2,49.0,0.4
