period_label,year_from,year_to,product_code,product_name,unit,quantity_from,value_from,quantity_to,value_to
2020-2021,2020,2021,7015,"Ապակի ժամացույցի, ակնոցի; սնամեջ ապակե գնդեր",տոննա,3.6,14.3,1.9,15.4
2020-2021,2020,2021,7016,Մամլած կամ ձուլած ապակուց արտադրանք շինարարության համար; ցուցափեղկի ապակի,տոննա,108.6,271.7,98.5,212.0
2020-2021,2020,2021,7016,Մամլած կամ ձուլած ապակուց արտադրանք շինարարության համար; ցուցափեղկի ապակի,քմ,12.0,0.9,0.0,0.0
2020-2021,2020,2021,7017,"Ամանեղեն ապակե լաբորատոր, հիգիենիկ կամ դեղագործական նպատակների համար",տոննա,545.2,421.4,27.2,411.9
2020-2021,2020,2021,7018,"Ապակե հուլունք, ոչ բիժուտերիա; ապակե աչք; արձանիկ եւ այլ նման իրեր; միկրոգնդիկներ",տոննա,99.9,149.0,80.1,100.8
2020-2021,2020,2021,7019,Ապակեմանրաթել եւ արտադրանք դրանից,տոննա,1603.6,2629.2,1338.2,2264.3
2020-2021,2020,2021,7020,Ապակե այլ արտադրանք,հազ.հատ,7.5,9.9,68.4,25.4
2020-2021,2020,2021,7020,Ապակե այլ արտադրանք,տոննա,56.2,266.2,90.1,267.5
2020-2021,2020,2021,7101,Մարգարիտ,կգ,356.9,53.5,175.8,367.1
2020-2021,2020,2021,7102,Ադամանդ,հազ.կար,717.4,92166.5,894.8,123345.9
2020-2021,2020,2021,7103,Թանկարժեք (ոչ ադամանդ) եւ կիսաթանկարժեք քարեր,կգ,4.4,341.0,104.3,10.0
2020-2021,2020,2021,7103,Թանկարժեք (ոչ ադամանդ) եւ կիսաթանկարժեք քարեր,հազ.կար,7751.5,5358.8,10434.8,9476.2
2020-2021,2020,2021,7103,Թանկարժեք (ոչ ադամանդ) եւ կիսաթանկարժեք քարեր,տոննա,257.5,191.9,183.1,55.4
2020-2021,2020,2021,7104,"Թանկարժեք կամ կիսաթանկարժեք քարեր, արհեստական կամ վերականգնած",կգ,1532.2,3335.5,2429.1,3153.9
2020-2021,2020,2021,7105,Փշրանք եւ մանրացրած փոշի բնական կամ արհեստական թանկարժեք կամ կիսաթանկարժեք քարից,կգ,0.0,0.0,25.3,0.3
2020-2021,2020,2021,7105,Փշրանք եւ մանրացրած փոշի բնական կամ արհեստական թանկարժեք կամ կիսաթանկարժեք քարից,հազ.կար,849.0,144.3,339.6,20.1
2020-2021,2020,2021,7106,Արծաթ (ներառյալ ոսկու կամ պլատինի գալվանական պատվածքով); փոշի,կգ,649.5,285.8,2202.1,1336.7
2020-2021,2020,2021,7107,"Մետաղներ ոչ թանկարժեք, արծաթապատ, կիսամշակ",կգ,6.0,0.1,3.0,0.4
2020-2021,2020,2021,7108,Ոսկի (ներառյալ պլատինի գալվանական պատվածքով); փոշի,կգ,446.9,24224.7,1560.3,90039.3
2020-2021,2020,2021,7110,Պլատին անմշակ կամ կիսամշակ կամ փոշու տեսքով,կգ,0.0,0.0,45.0,4.5
2020-2021,2020,2021,7112,"Թափոն եւ ջարդոն թանկարժեք մետաղի կամ մետաղի, պատած թանկարժեք մետաղով",կգ,15592.7,111.5,376.0,4.9
2020-2021,2020,2021,7113,Ոսկերչական իրեր,տոննա,10.2,15847.8,5.4,17604.5
2020-2021,2020,2021,7114,Իրեր ոսկուց կամ արծաթից վարպետների ձեռքի եւ դրանց մասեր թանկարժեք մետաղից,կգ,7538.2,148.3,348.7,22.2
2020-2021,2020,2021,7115,"Այլ իրեր թանկարժեք մետաղից կամ մետաղից, պատած թանկարժեք մետաղով",կգ,101.1,42.9,21.2,26.9
2020-2021,2020,2021,7116,"Իրեր մարգարտից, թանկարժեք կամ կիսաթանկարժեք քարերից",կգ,175.2,83.1,281.4,190.0
2020-2021,2020,2021,7117,Բիժուտերիա,տոննա,45.6,1077.2,53.3,1984.8
2020-2021,2020,2021,7118,Մետաղադրամ,գ,16200.0,0.7,300.0,0.0
2020-2021,2020,2021,7201,"Չուգուն վերամշակելի եւ հայելանման ձուլա -կոճղերով, -կտորներով",կգ,360.0,0.1,0.0,0.0
2020-2021,2020,2021,7202,Երկաթահամահալվածք,տոննա,4554.8,4871.3,5619.0,9787.1
2020-2021,2020,2021,7205,"Հատիկ եւ փոշի չուգունից, սեւ մետաղից",տոննա,13.3,19.1,170.4,156.5
2020-2021,2020,2021,7206,Երկաթ եւ չորակավորած պողպատ ձուլակտորով,տոննա,89.2,71.1,133.6,114.8
2020-2021,2020,2021,7207,Կիսաֆաբրիկատ երկաթից եւ չորակավորած պողպատից,տոննա,3627.1,2091.4,2457.7,1600.5
2020-2021,2020,2021,7208,"Հարթ գլանվածք երկաթից կամ չորակավորած պողպատից >=600մմ լայնությամբ, տաք գլանված",տոննա,19679.7,11013.7,18616.5,17148.0
2020-2021,2020,2021,7209,"Հարթ գլանվածք երկաթից կամ չորակավորած պողպատից >=600մմ լայնությամբ, սառը գլանված",տոննա,6471.3,3944.0,3433.5,3793.0
2020-2021,2020,2021,7210,"Հարթ գլանվածք երկաթից; ածխածնային պողպատից >=600մմ, պատվածքով",տոննա,44836.3,36179.5,30779.9,32947.4
2020-2021,2020,2021,7211,Հարթ գլանվածք երկաթից կամ չորակավորած պողպատից <600մմ լայնությամբ,տոննա,1027.4,1182.7,777.8,732.4
2020-2021,2020,2021,7212,"Հարթ գլանվածք երկաթից կամ չորակավորած պողպատից <600մմ լայնությամբ, պատվածքով",տոննա,84.3,84.0,62.8,111.2
2020-2021,2020,2021,7213,Ձողեր տաք գլանված երկաթից կամ չորակավորած պողպատից,տոննա,13447.6,6252.2,17410.7,11490.4
2020-2021,2020,2021,7214,Ձողեր երկաթից կամ չորակավորած պողպատից տաք գլանված` առանց հետագա մշակման,տոննա,59937.4,27543.4,44432.6,28599.0
2020-2021,2020,2021,7215,Ձողեր այլ երկաթից կամ չորակավորած պողպատից,տոննա,574.5,475.2,265.3,282.6
2020-2021,2020,2021,7216,"Անկյունակ, ձեւավոր եւ հատուկ տրամատ երկաթից կամ չորակաված պողպատից",տոննա,9928.8,6301.5,6984.8,6030.0
2020-2021,2020,2021,7217,Մետաղալար երկաթից կամ չորակավորած պողպատից,տոննա,7518.3,4664.3,8442.5,6942.7
2020-2021,2020,2021,7218,Պողպատ կոռոզիակայուն ձուլակտորով; կիսաֆաբրիկատ կոռոզիակայուն պողպատից,կգ,42394.0,100.2,1.0,0.0
2020-2021,2020,2021,7219,"Հարթ գլանվածք կոռոզիակայուն պողպատից, >=600մմ լայնությամբ",տոննա,1030.8,2373.2,691.1,1776.4
2020-2021,2020,2021,7220,"Հարթ գլանվածք կոռոզիակայուն պողպատից, <600մմ լայնությամբ",տոննա,47.7,119.2,117.6,323.7
2020-2021,2020,2021,7221,Ձողեր տաք գլանված` կոռոզիակայուն պողպատից,կգ,600.3,1.7,0.0,0.0
2020-2021,2020,2021,7222,"Ձողեր այլ, անկյունակ, ձեւավոր եւ հատուկ տրամատ` կոռոզիակայուն պողպատից, այլ",տոննա,34.4,109.1,28.0,106.5
2020-2021,2020,2021,7223,Մետաղալար կոռոզիակայուն պողպատից,տոննա,2.4,15.1,6.6,16.9
2020-2021,2020,2021,7224,Պողպատ որակավորած` ձուլակտորով այլ; կիսաֆաբրիկատ այլ որակավորած պողպատից,տոննա,4.5,6.9,0.0,0.0
2020-2021,2020,2021,7225,"Հարթ գլանվածք այլ որակավորած պողպատից, >=600մմ լայնությամբ",տոննա,392.9,783.1,533.9,935.8
2020-2021,2020,2021,7226,"Հարթ գլանվածք այլ որակավորած պողպատից, <600մմ լայնությամբ",տոննա,29.3,115.7,23.4,177.0
2020-2021,2020,2021,7227,"Ձողեր տաք գլանված, այլ որակավորած պողպատից",տոննա,357.9,171.0,14.1,6.9
2020-2021,2020,2021,7228,"Ձողեր այլ, անկյունակ, ձեւավոր եւ հատուկ տրամատ այլ որակավորած պողպատից",տոննա,245.3,309.1,95.7,229.0
2020-2021,2020,2021,7229,Մետաղալար այլ որակավորած պողպատից,տոննա,121.7,103.5,25.4,42.2
2020-2021,2020,2021,7301,"Կառուցվածքներ ագուցավոր սեւ մետաղից; անկյունակ, հատուկ տրամատ եռակցած",տոննա,25.2,168.0,10.6,38.8
2020-2021,2020,2021,7302,Արտադրանք սեւ մետաղից` երկաթուղուղային կամ տրամվայի գծերի,տոննա,2784.4,2560.0,453.3,815.7
2020-2021,2020,2021,7303,"Խողովակ, փողակ եւ տրամատ սնամեջ, ձուլաչուգունից",տոննա,6.3,13.9,23.6,50.2
2020-2021,2020,2021,7304,"Խողովակ, փողակ եւ տրամատ սնամեջ, անկար սեւ մետաղից` ոչ ձուլաչուգունից",տոննա,878.3,2130.4,684.9,5163.7
2020-2021,2020,2021,7305,"Խողովակ եւ փողակ այլ, արտաքին տրամագիծը >406.4մմ, սեւ մետաղից",տոննա,8781.0,3945.4,2389.7,2181.1
2020-2021,2020,2021,7306,"Խողովակ, փողակ եւ տրամատ սնամեջ այլ, սեւ մետաղից",տոննա,31725.1,20324.7,25105.5,21928.1
2020-2021,2020,2021,7307,"Կցամասեր խողովակի կամ փողակի, սեւ մետաղից",տոննա,635.7,3182.2,405.2,2349.4
2020-2021,2020,2021,7308,Մետաղակոնստրուկցիա եւ դրանց մասեր ս— մետաղից,տոննա,11801.7,19296.7,12564.5,21974.5
2020-2021,2020,2021,7309,"Ամբար, ցիստեռն, բաք եւ նման տարողություն` >300լ, սեւ մետաղից",տոննա,839.1,7290.8,307.1,2623.0
2020-2021,2020,2021,7310,"Ցիստեռն, տակառ, արկղ եւ նման տարողություն` <=300լ, սեւ մետաղից",մլն հատ,2407.1,1077.3,2618.6,479.3
2020-2021,2020,2021,7310,"Ցիստեռն, տակառ, արկղ եւ նման տարողություն` <=300լ, սեւ մետաղից",տոննա,387.6,835.4,226.0,699.2
2020-2021,2020,2021,7311,Տարողություն սեղմած կամ հեղուկ գազի` սեւ մետաղից,հազ.հատ,24.7,1054.1,4.3,277.2
2020-2021,2020,2021,7311,Տարողություն սեղմած կամ հեղուկ գազի` սեւ մետաղից,տոննա,733.7,1172.3,1653.5,2760.6
2020-2021,2020,2021,7312,"Ոլորած լար, կառան, ճոպան, առասան եւ նման արտադրանք սեւ մետաղից",տոննա,1659.2,1204.7,614.1,1283.0
2020-2021,2020,2021,7313,Փշալար սեւ մետաղից,տոննա,710.9,766.6,231.7,274.0
2020-2021,2020,2021,7314,"Մետաղագործվածք, վանդակաճաղ, ցանց` սեւ մետաղից",տոննա,1180.4,1558.1,1052.2,2013.3
2020-2021,2020,2021,7315,"Շղթաներ եւ դրանց մասեր, սեւ մետաղից",տոննա,237.4,844.3,245.4,965.2
2020-2021,2020,2021,7316,"Խարիսխներ, ճանկիչներ եւ դրանց մասեր, սեւ մետաղից",կգ,5.0,0.3,2351.0,5.0
2020-2021,2020,2021,7317,"Մեխ, ամրակ, բռնակ եւ նման իրեր, սեւ մետաղից",տոննա,871.5,666.8,778.8,716.7
2020-2021,2020,2021,7318,"Պտուտակ, հեղյուսներ, մանեկ, գամ եւ նման իրեր, սեւ մետաղից",տոննա,8000.8,6905.0,5514.5,6479.3
2020-2021,2020,2021,7319,"Ասեղ, շյուղ, հելուն գործելու, բիզ, եւ նման իրեր ձեռքի աշխատանքի, սեւ մետաղից",տոննա,3.6,20.6,14.4,29.4
2020-2021,2020,2021,7320,"Զսպանակ, զսպակ եւ թերթեր դրանց համար, սեւ մետաղից",տոննա,1567.8,1027.8,191.2,830.7
2020-2021,2020,2021,7321,"Վառարան ջեռուցման, ջեռուցման-եփման եւ ուտելիք պատրաստելու, սեւ մետաղից",հազ.հատ,29.3,1307.6,38.7,1957.2
2020-2021,2020,2021,7321,"Վառարան ջեռուցման, ջեռուցման-եփման եւ ուտելիք պատրաստելու, սեւ մետաղից",տոննա,52.2,95.9,43.6,79.5
2020-2021,2020,2021,7322,"Ռադիատոր` կենտրոնական ջեռուցման, ոչ էլեկտրական եւ դրանց մասեր, սեւ մետաղից",տոննա,918.3,2419.9,953.9,2999.0
2020-2021,2020,2021,7323,"Իրեր ճաշի, խոհանոցի կամ այլ կենցաղային կարիքների համար եւ դրանց մասեր, սեւ մետաղից",տոննա,917.3,2970.3,1648.8,3404.2
2020-2021,2020,2021,7324,"Սարքավորում սան-տեխնիկական եւ դրանց մասեր, սեւ մետաղից",հազ.հատ,2.4,104.1,2.6,155.9
2020-2021,2020,2021,7324,"Սարքավորում սան-տեխնիկական եւ դրանց մասեր, սեւ մետաղից",տոննա,1714.1,1336.4,220.2,1160.9
2020-2021,2020,2021,7325,Արտադրանք ձուլածո այլ` սեւ մետաղից,տոննա,295.3,545.5,158.9,651.1
2020-2021,2020,2021,7326,Այլ արտադրանք սեւ մետաղից,տոննա,15068.0,21666.9,10935.6,17376.1
2020-2021,2020,2021,7403,Պղինձ զտած եւ պղնձե համաձուլվածք անմշակ,տոննա,7.0,66.3,6.8,105.0
2020-2021,2020,2021,7405,Լիգատուրներ պղնձի հիմքի վրա,տոննա,21.5,33.4,4.6,91.6
2020-2021,2020,2021,7406,Մանրացրած փոշի եւ թեփուկ պղնձի,կգ,412.2,0.1,560.0,6.1
2020-2021,2020,2021,7407,Ձողեր եւ տրամատներ պղնձե,տոննա,90.7,317.1,103.0,570.7
2020-2021,2020,2021,7408,Պղնձալար,տոննա,73.7,3410.6,474.4,4453.3
2020-2021,2020,2021,7409,"Սալեր, թերթեր կամ ժապավեն պղնձե, >0.15մմ հաստությամբ",տոննա,28.5,301.2,40.6,487.2
2020-2021,2020,2021,7410,"Նրբաթիթեղ պղնձե, <=0.15մմ հաստությամբ (չհաշված հիմքը)",կգ,152.2,6.4,175.5,6.2
2020-2021,2020,2021,7411,Խողովակ եւ փողակ պղնձե,տոննա,70.7,506.6,55.3,524.5
2020-2021,2020,2021,7412,Կցամասեր պղնձե խողովակի կամ  փողակի համար,տոննա,378.7,1176.1,131.4,1187.2
2020-2021,2020,2021,7413,"Ոլորած լար, ճոպան եւ նման իրեր պղնձից",տոննա,9.7,64.6,3.8,46.1
2020-2021,2020,2021,7415,"Մեխ, սեղմակ եւ նման իրեր պղնձից կամ սեւ մետաղից պղնձե գլխիկով; պտուտակ, հեղյուս, մանեկ եւ նման իրեր պղնձից",տոննա,25.7,163.8,36.1,232.5
2020-2021,2020,2021,7418,"Ճաշի, խոհանոցի կամ այլ իրեր կենցաղային կարիքների համար եւ դրանց մասեր պղնձից",տոննա,41.3,313.3,23.7,410.9
2020-2021,2020,2021,7419,Պղնձե այլ արտադրանք,տոննա,15.7,165.7,11.2,297.7
2020-2021,2020,2021,7502,Նիկել անմշակ,կգ,435.0,15.1,501.5,18.7
2020-2021,2020,2021,7504,Մանրացրած փոշի եւ թեփուկ նիկելի,կգ,160.0,7.6,0.0,0.0
2020-2021,2020,2021,7505,"Ձող, տրամատ եւ լար նիկելե",կգ,945.6,68.9,1512.7,80.6
2020-2021,2020,2021,7506,"Սալ, թերթ, ժապավեն եւ նրբաթիթեղ նիկելե",կգ,129.4,1.3,34.6,0.7
2020-2021,2020,2021,7507,"Խողովակ, փողակ եւ կցամասեր դրանց համար նիկելե",կգ,62.6,1.5,88.7,2.2
2020-2021,2020,2021,7508,Արտադրանք նիկելից այլ,կգ,37.2,26.7,94.4,50.5
2020-2021,2020,2021,7601,Ալյումին  անմշակ,տոննա,31952.9,55478.4,31266.4,73043.5
2020-2021,2020,2021,7602,Թափոն եւ ջարդոն ալյումինի,տոննա,327.9,1508.3,22.6,135.4
2020-2021,2020,2021,7603,Մանրացրած փոշի եւ թեփուկ ալյումինի,տոննա,318.4,803.3,258.3,857.5
2020-2021,2020,2021,7604,Ձող եւ տրամատ ալյումինե,տոննա,3042.3,10609.5,2945.7,13655.0
2020-2021,2020,2021,7605,Լար ալյումինե,տոննա,153.2,372.4,581.7,1815.8
2020-2021,2020,2021,7606,"Սալ, թերթ, ժապավեն ալյումինե, >0.2մմ հաստությամբ",տոննա,1089.5,3471.0,918.7,3189.6
2020-2021,2020,2021,7607,"Նրբաթիթեղ ալյումինե, <=0.2մմ հաստությամբ (չհաշված հիմքը)",տոննա,1463.7,6100.8,1212.4,5308.6
2020-2021,2020,2021,7608,Խողովակ եւ փողակ ալյումինե,տոննա,60.9,1058.9,5.0,42.6
2020-2021,2020,2021,7609,Կցամասեր ալյումինե խողովակի կամ փողակի,տոննա,9.0,56.2,25.3,98.2
2020-2021,2020,2021,7610,Մետաղակոնստրուկցիա ալյումինե եւ դրանց մասեր,տոննա,652.1,3160.7,491.3,2609.5
2020-2021,2020,2021,7611,Ալյումինե ամբար; ցիստեռն եւ այլ տարա >300 լ,կգ,312.1,3.6,80.0,0.5
2020-2021,2020,2021,7612,"Ալյումինե տակառ, թմբուկ եւ այլ տարողություն <=300լ",հազ.հատ,30.6,8.7,0.0,0.0
2020-2021,2020,2021,7612,"Ալյումինե տակառ, թմբուկ եւ այլ տարողություն <=300լ",մլն հատ,2.8,139.0,150.8,185.1
2020-2021,2020,2021,7612,"Ալյումինե տակառ, թմբուկ եւ այլ տարողություն <=300լ",տոննա,16.2,139.1,11.6,200.5
2020-2021,2020,2021,7613,Ալյումինե տարողությաուն` սեղմած կամ հեղուկ գազի,կգ,146.3,18.6,762.1,19.1
2020-2021,2020,2021,7614,"Ոլորած լար, ճոպան, հյուսած քուղ եւ նման արտադրանք ալյումինե",տոննա,2156.7,7342.3,1089.6,3157.7
2020-2021,2020,2021,7615,"Ալյումինե իրեր ճաշի, խոհանոցի; սարք սան-տեխնիկական եւ դրանց մասեր",տոննա,537.8,2468.8,660.6,3145.1
2020-2021,2020,2021,7616,Այլ արտադրանք ալյումինից,տոննա,3424.2,9284.4,2586.1,9855.0
2020-2021,2020,2021,7700,Ֆիզիկական անձանց կողմից տեղափոխվող այլ ապրանքներ,տոննա,6.6,18.7,6.6,18.7
2020-2021,2020,2021,7801,Կապար անմշակ,տոննա,126.3,296.5,6.1,114.3
2020-2021,2020,2021,7804,"Կապարե սալ, թերթ, ժապավեն եւ նրբաթիթեղ; մանրացրած փոշի եւ թեփուկ",կգ,639.8,12.3,684.0,9.8
2020-2021,2020,2021,7806,Այլ արտադրանք կապարե,կգ,292.7,5.3,2833.6,22.9
2020-2021,2020,2021,7901,Ցինկ անմշակ,տոննա,25.1,52.4,21.6,62.6
2020-2021,2020,2021,7903,"Փոշի, մանրացրած փոշի եւ թեփուկ ցինկի",կգ,0.0,0.0,1.5,0.3
2020-2021,2020,2021,7904,"Ձող, տրամատ եւ լար ցինկե",կգ,480.0,2.8,3536.0,10.7
2020-2021,2020,2021,7905,"Սալ, թերթ, ժապավեն եւ նրբաթիթեղ ցինկե",կգ,832.0,40.7,57868.0,110.6
2020-2021,2020,2021,7907,Այլ արտադրանք ցինկե,տոննա,53.0,71.2,42.5,129.6
2020-2021,2020,2021,8001,Անագ անմշակ,կգ,19.7,0.3,3280.5,57.0
2020-2021,2020,2021,8003,"Ձող, տրամատ եւ լար անագե",կգ,885.7,13.2,1601.6,26.6
2020-2021,2020,2021,8007,Անագե այլ արտադրանք,կգ,483.4,17.5,446.1,24.0
2020-2021,2020,2021,8101,"Վոլֆրամ եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,569.0,8.1,552.0,26.4
2020-2021,2020,2021,8102,"Մոլիբդեն եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,14.0,2.3,343.8,21.4
2020-2021,2020,2021,8103,"Տանտալ եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,0.5,0.6,0.5,0.7
2020-2021,2020,2021,8104,"Մագնիում եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,457.2,2.1,489.2,2.9
2020-2021,2020,2021,8105,"Շրջաքար կոբալտի; կոբալտ եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,102.5,9.4,182.1,26.1
2020-2021,2020,2021,8106,"Բիսմութ եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,22.3,0.4,12.8,0.4
2020-2021,2020,2021,8108,"Տիտան եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,110.9,4.3,319.4,25.9
2020-2021,2020,2021,8110,"Անտիմոն եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",տոննա,0.0,0.0,2.8,44.7
2020-2021,2020,2021,8111,"Մանգան եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",տոննա,141.0,258.4,70.0,273.5
2020-2021,2020,2021,8112,"Բերիլիում, քրոմ, գերմանիում, վանադիում, գալիում, գաֆնիում, ինդիում, նիոբիում (կոլումբիում), ռենիում, տալիում եւ արտադրանք դրանցից, ներառյալ թափոն եւ ջարդոն",կգ,283.5,92.1,60.2,90.5
2020-2021,2020,2021,8113,"Մետաղակերամիկա եւ արտադրանք դրանից, ներառյալ թափոն եւ ջարդոն",կգ,14.3,0.6,167.0,13.2
2020-2021,2020,2021,8201,"Ձեռքի գործիքներ գյուղա-,  անտառ- տնտեսության, այգեգործության մեջ օգտագործվող",տոննա,414.7,698.9,374.6,642.5
2020-2021,2020,2021,8202,Սղոց ձեռքի; սղոցաշեղբ տարբեր տեսակի,տոննա,153.0,772.8,177.4,795.7
2020-2021,2020,2021,8203,"Խարտոց, աքցան, ունելի, մկրատ մետաղ կտրելու եւ նման ձեռքի գործիք",տոննա,111.0,557.9,107.0,680.0
2020-2021,2020,2021,8204,Ձեռքի մանեկային դարձակ; փոխովի գլխիկ դարձակի,տոննա,161.6,726.5,161.4,770.8
2020-2021,2020,2021,8205,"Ձեռքի գործիք այլ տեղում չնշած; զոդալամպ; պրկիչ, սեղմակ եւ նման իրեր` ոչ հաստոցի",տոննա,509.7,1732.3,543.4,1976.2
2020-2021,2020,2021,8206,"Երկու կամ ավելի գործիք 8202-8205 դիրքերում նշած, հավաքածուներով",տոննա,39.7,245.6,77.6,316.7
2020-2021,2020,2021,8207,"Ձեռքի փոխովի գործիք հաստոցի, մետաղի մամլման, հող հորատելու",տոննա,255.9,2752.9,301.2,3355.2
2020-2021,2020,2021,8208,Դանակ եւ կտրող սայր մեքենաների կամ մեխանիկական հարմարանքի համար,տոննա,85.0,667.3,152.0,954.8
2020-2021,2020,2021,8209,"Թիթեղ, սրոցաքար, ծայրապանակ եւ նման իրեր գործիքի համար, մետաղակերամիկայից",կգ,208.0,12.8,515.1,28.1
2020-2021,2020,2021,8210,"Սարքեր ձեռքի մեխանիկական <=10կգ, սննդի կամ ըմպելիքի պատրաստման",տոննա,11.7,77.2,14.8,104.1
2020-2021,2020,2021,8211,Դանակներ,հազ.հատ,2131.9,559.9,2756.3,690.5
2020-2021,2020,2021,8211,Դանակներ,տոննա,3.8,8.9,3.9,16.8
2020-2021,2020,2021,8212,Ածելիներ եւ սայրեր դրանց համար,կգ,261.0,2.4,0.8,0.1
2020-2021,2020,2021,8212,Ածելիներ եւ սայրեր դրանց համար,հազ.հատ,6533.0,1177.4,7672.2,1317.5
2020-2021,2020,2021,8212,Ածելիներ եւ սայրեր դրանց համար,մլն հատ,197.2,276.7,307.8,362.5
2020-2021,2020,2021,8213,Մկրատներ եւ սայրեր դրանց համար,տոննա,25.9,177.5,32.0,265.2
2020-2021,2020,2021,8214,"Այլ կտրող իրեր (մազի, թղթի, մսագործի); մանիկյուրի կամ պեդիկյուրի հավաքածու եւ գործիքներ",տոննա,110.6,387.3,85.0,528.9
2020-2021,2020,2021,8215,"Գդալ, պատառաքաղ, շերեփ, քափգիր, դանակ` ձկան, կարագի եւ նման խոհանոցային կամ ճաշի սպասքեր",տոննա,143.3,683.4,163.6,856.8
2020-2021,2020,2021,8301,Կողպեք; մղլակ; բանալի ոչ թանկարժեք մետաղից,տոննա,704.9,2892.3,639.0,3083.5
2020-2021,2020,2021,8302,"Ոչ թանկարժեք մետաղից ամրակապ; բարձակ, կախիչ գլխարկի",տոննա,6287.7,10910.3,2469.4,11350.7
2020-2021,2020,2021,8303,Չհրկիզվող պահարան ոչ թանկարժեք մետաղից,տոննա,72.8,251.8,57.5,217.1
2020-2021,2020,2021,8304,"Պահարան դոսյեյի, քարտարանի, արկղ թղթի, գրչի եւ տակդիր թղթի, կնիքի ոչ թանկարժեք մետաղից",տոննա,14.4,43.8,11.3,41.5
2020-2021,2020,2021,8305,"Ամրան արագակարի, գրասենյակային սեղմիչ, ամրակ եւ այլ իրեր ոչ թանկարժեք մետաղից",տոննա,164.7,359.0,170.9,445.5
2020-2021,2020,2021,8306,"Զանգ, գոնգ եւ նման իրեր ոչ էլեկտրական; արձանիկ եւ այլ զարդ; հայելի ոչ թանկարժեք մետաղից",տոննա,33.3,215.8,24.5,229.9
2020-2021,2020,2021,8307,"Ճկուն խողովակ ոչ թանկարժեք մետաղից, կցամասերով կամ առանց դրանց",տոննա,70.2,399.4,49.2,410.4
2020-2021,2020,2021,8308,"Ճարմանդ, կեռիկ, մերակ եւ նման իրեր; ուլունք, փայլազար ոչ թանկարժեք մետաղից",տոննա,116.0,1792.7,82.7,2240.8
2020-2021,2020,2021,8309,"Խցան, թասակ եւ կափարիչ շշի, հերմետիկ եւ փաթեթավորման այլ պարագա ոչ թանկարժեք մետաղից",տոննա,10117.1,4663.4,2970.8,5165.4
2020-2021,2020,2021,8310,"Աղյուսակիկ ցուցիչով, հասցեով եւ այլ խորհրդանիշ ոչ թանկարժեք մետաղից",տոննա,18.2,218.9,10.7,197.9
2020-2021,2020,2021,8311,"Լար, ձող, խողովակ, շերտ, էլեկտրոդ — նման իրեր ոչ թանկարժեք մետաղից կամ մետաղի կարբիդից",տոննա,2074.7,2757.8,1597.5,2263.5
2020-2021,2020,2021,8401,"Միջուկային ռեակտոր; ջերմանջատիչ տարր, սարք իզոտոպերի բաժանման համար",կգ,1.0,24.3,15177.9,3545.2
2020-2021,2020,2021,8401,"Միջուկային ռեակտոր; ջերմանջատիչ տարր, սարք իզոտոպերի բաժանման համար",հատ,6.0,0.4,61.0,12082.3
2020-2021,2020,2021,8402,Շոգեկաթսա` ոչ կենտրոնական ջեռուցման; ջրակաթսա շոգեգերտաքացուցիչով,տոննա,2159.8,17475.5,138.9,886.9
2020-2021,2020,2021,8403,"Կաթսա` կենտրոնական ջեռուցման, ոչ 8402 դիրքի",հազ.հատ,46.3,13328.8,48.7,15109.5
2020-2021,2020,2021,8403,"Կաթսա` կենտրոնական ջեռուցման, ոչ 8402 դիրքի",տոննա,20.3,169.5,16.6,180.4
2020-2021,2020,2021,8404,Օժանդակ սարքավորում` կաթսաների; կոնդեսատոր շոգեջրային կամ այլ շոգեուժային կայանքի,տոննա,318.2,2019.5,16.4,73.1
2020-2021,2020,2021,8405,Գազագեներատոր; գեներատոր ացետիլենային,տոննա,84.2,1058.9,70.4,1647.4
2020-2021,2020,2021,8406,Տուրբին ջրային շոգու եւ այլ շոգետուրբին                                                                                                                                                                                                               0,կգ,199.5,60.2,25712.5,1456.9
2020-2021,2020,2021,8406,Տուրբին ջրային շոգու եւ այլ շոգետուրբին                                                                                                                                                                                                               0,հատ,1606.0,13995.8,4.0,989.5
2020-2021,2020,2021,8407,Ներքին այրման շարժիչ կայծային բռնկումով,հազ.հատ,31.2,898.7,36.8,1584.9
2020-2021,2020,2021,8408,Ներքին այրման մխոցային շարժիչ սեղմումային բոցավառմամբ,հազ.հատ,154.3,1411.5,4.3,1780.6
2020-2021,2020,2021,8409,"Մասեր, ներքին այրման շարժիչների համար",տոննա,61629.0,4744.3,528.3,5250.9
2020-2021,2020,2021,8410,"Հիդրոտուրբին, ջրային անիվ եւ կարգավորիչ դրանց համար",կգ,90457.4,4226.7,412.1,4.2
